# acc1x, acc1y, acc1z, gyro1x, gyro1y, gyro1z, acc2x, acc2y, acc2z, gyro2x, gyro2y, gyro2z
-17608,21306,13938,-6255,32767,9048,13720,-3560,-3626,14970,-2274,1898
-22384,21432,16288,-11455,32767,13755,13058,-3370,-4260,14690,-3119,1770
-22148,19528,13934,-12257,32767,18232,15208,-3968,-752,13496,-4266,1134
-23850,20840,14726,-11485,32767,25039,15892,-4240,344,15783,-5616,0
-30090,22378,18214,-15325,32767,32767,17014,-5362,-2440,17067,-3567,-647
-32768,21104,19534,-22825,32767,32767,18808,-6456,-2128,18461,-6868,-1169
-32768,18140,18390,-25303,32020,32767,19268,-6158,48,20181,-7479,-1532
-32768,17688,17866,-21120,30704,32767,18524,-6576,-2862,21259,-7566,-849
-32768,18828,17200,-18609,30260,32767,16494,-7316,-2860,22861,-7614,-112
-32768,18408,16194,-19715,24782,32767,16868,-7028,-1960,24122,-7083,-530
-32768,16404,14340,-21775,15668,32767,17192,-7364,-3506,23939,-6094,-596
-32768,14184,12698,-19199,11193,32767,16990,-7948,-2854,23842,-6796,-147
-32768,14612,11970,-14422,10199,32767,16844,-7798,-2864,22934,-7880,534
-31558,15548,11596,-11274,8106,32767,16514,-6736,-5406,20812,-8296,1605
-28624,17798,11126,-10717,5417,32767,16060,-4738,-6624,19730,-8070,2693
-24416,17412,10062,-14355,329,32767,15650,-3074,-4954,20450,-7451,2620
-19396,13994,9230,-14851,-3056,32767,15932,-3354,-2894,19986,-5812,1503
-16522,12114,11308,-11734,-5311,32767,15996,-5086,-3472,18503,-6152,-435
-14492,10540,13412,-10681,-9529,32767,15046,-5996,-4204,17355,-6714,-1565
-10906,8554,14652,-10746,-14943,32767,15132,-5468,-4670,17427,-6869,-1375
-8098,6718,16818,-10455,-23620,32767,14828,-5450,-5140,17676,-7098,-1281
-5684,5082,19056,-8049,-31967,32767,15060,-5866,-4570,17191,-7308,-1481
-3054,3044,19278,-3672,-32340,29883,15268,-6024,-4860,17104,-7753,-1788
-904,2260,17500,823,-30505,25644,15254,-6036,-5216,17076,-7975,-2036
1588,1654,15172,2216,-32259,22284,15006,-5908,-5482,17040,-8727,-2238
3940,1004,13068,1807,-30139,20812,14328,-5664,-5144,16893,-8319,-2354
5062,-614,10716,1293,-23864,19619,14518,-5686,-5900,16430,-8346,-3180
5768,-1798,8318,2300,-19790,18729,16148,-5794,-6214,17176,-7827,-4293
6484,-1848,7600,606,-18092,17987,19586,-4422,-5864,17762,-5813,-5354
7248,-2554,5874,-2850,-15432,16242,20460,-3458,-5260,17333,-5099,-5367
8468,-3440,4590,-5185,-10841,14501,19604,-3820,-4812,15954,-5319,-5055
8778,-5460,3470,-4593,-6197,13479,18208,-2764,-5640,16327,-5997,-4463
9092,-6190,2124,-4179,-1730,13096,15940,-1864,-6010,17135,-5350,-4218
8996,-6528,488,-7150,-555,10435,16042,-374,-6300,16861,-4168,-4456
8678,-7568,-1760,-10136,-1358,5435,16152,1114,-6156,15657,-1384,-4512
8528,-7994,-4536,-10211,-3017,686,17142,1936,-5608,14142,720,-4396
9456,-6610,-6282,-10399,-9212,-2866,18446,1630,-3320,13339,2226,-2796
9602,-4420,-6038,-12444,-6147,-6181,19930,268,-3410,11876,1628,-2014
8856,-3812,-5868,-17325,-2301,-9634,19820,264,-2732,13083,1333,-393
9272,-4122,-5776,-19098,129,-11991,18470,-528,-3066,12748,694,435
10364,-3724,-5706,-18107,3478,-14102,16590,-1392,-3190,13213,339,732
10982,-2038,-5004,-16771,7558,-15543,14756,-1044,-2928,13716,175,602
10418,-918,-3650,-16750,10999,-16532,13986,-310,-2988,14065,-67,384
9796,-58,-2106,-15589,13571,-16769,15182,126,-2910,14159,-119,423
8522,1632,-442,-13318,15240,-17990,17330,238,-1916,13597,-69,527
7854,3800,-104,-11065,16119,-20889,18702,-62,-708,13210,-172,639
7128,6498,-78,-8456,16829,-23464,18360,474,572,11480,-829,839
6474,10146,186,-5527,18229,-24068,18102,-436,1726,8583,-1135,1286
6046,13388,636,-5123,20381,-23384,16888,-1132,-66,7646,-1200,1455
5266,14390,1198,-5523,23914,-21522,15950,-1652,-1382,6452,-668,1246
3364,16212,3114,-3811,28151,-17418,16076,-2082,-2136,6694,-1065,630
944,17780,5406,-3550,31374,-13301,16556,-2662,-2354,7318,-1664,240
-1552,18354,7508,-4996,32767,-8873,16584,-3498,-2010,8277,-2490,146
-4384,18356,9952,-6615,32767,-4296,16412,-3998,-2234,9993,-2988,-19
-5432,17774,11942,-7406,32767,-105,17046,-4116,-1998,11138,-3325,-18
