# ===========================================,,,,,,,,,,,,
# timeslice=63, slack=2, packetLoss=0,,,,,,,,,,
# acc1x, acc1y, acc1z, gyro1x, gyro1y, gyro1z, acc2x, acc2y, acc2z, gyro2x, gyro2y, gyro2z,
-7134,-32768,-12062,4,-3087,5498,32767,-4808,16342,-4133,9887,303,5
-6766,-30718,-12018,-2215,727,1712,26880,-5570,10398,-1604,10754,1333,5
-2764,-19608,-8842,-7625,2217,-592,14656,-3244,8134,1486,8112,1352,5
-974,-10672,-6284,-236,1470,-5200,6710,-1320,3274,2447,5837,1807,5
4298,-486,-3288,276,-1186,-6137,-474,650,76,2774,7401,3798,5
3362,8676,-840,-3846,496,-2919,-5690,490,-924,2832,4602,3232,5
1158,10146,1286,-3220,-79,683,-5136,602,-1646,2062,265,1641,5
2738,3618,-422,-1899,1006,418,-1120,1060,-1410,577,-5345,-644,5
2536,-552,-404,1220,2455,-1698,1368,750,-1280,-2159,-6357,-1097,5
462,-3052,-744,-384,1557,-1759,2042,-256,-1240,-3654,-5030,-1141,5
-782,-3958,-1528,-451,-433,-747,1934,-1162,-1660,-4041,-2257,-849,5
-1054,-2802,-1304,-1105,-1898,197,1418,-1206,-1122,-3129,790,-499,5
-944,-1808,-202,860,-977,-543,1020,-702,-354,-1029,2768,-449,5
2316,772,-1586,-154,1225,424,1062,-294,428,3103,1150,-1054,5
5714,-2870,-4272,-4179,2608,1076,3990,-620,6558,4459,-7955,-3392,5
4990,-12116,-5940,-613,1830,-1264,16198,1564,9248,67,-13902,-1967,5
3914,-26974,-7448,3647,348,-2706,28450,-2466,13538,-2837,-15581,-1577,5
-6928,-32768,-23194,14929,6753,-143,32767,-7810,15866,-4744,-10774,-5859,5
-24292,-32768,-22738,9009,-1642,4144,32767,-10930,19152,-1054,-1807,-1287,5
-7764,-32768,988,-1675,-3233,3160,32767,-6380,18616,-330,4027,2293,5
-6850,-32768,-10122,-1471,-2100,1794,32767,-3870,18050,-2732,7886,507,5
-10518,-32768,-13862,-6442,943,2602,32660,-4282,12166,566,8824,201,5
-2648,-25822,-10682,-2895,661,-708,19854,-2310,7242,2297,9674,1243,5
-2292,-14566,-3672,-5055,-1746,-3099,8984,-2484,3244,4819,5846,1692,5
2794,-1458,-3418,-272,-2672,-6990,2398,-1082,-364,5632,5972,3041,5
1984,6938,-1328,-2780,-4329,-2862,-4264,542,-250,7189,5256,5117,5
1574,9998,-618,-4229,-4005,-396,-5504,2818,-420,4068,1371,4072,5
2658,5314,-308,-2326,-569,-74,-1536,2716,-1094,175,-4065,404,5
3944,886,-212,-39,1445,-1754,202,642,-1378,-2127,-6022,-168,5
3040,-2288,-686,-1033,1953,-1541,1706,-1182,-2058,-2709,-6076,122,5
434,-4038,-856,-1602,470,271,3224,-2282,-2238,-2103,-3762,289,5
-1238,-3818,-1108,-301,-1436,139,3194,-1810,-1542,-914,52,759,5
-2112,-2986,308,1512,-1736,-252,1648,-582,-1118,-243,1921,1202,5
-940,-1276,438,1022,-1138,-684,852,166,-794,70,3673,945,5
3328,414,-1270,-1435,-364,-204,1476,-1178,4688,2321,-1804,-1283,5
4802,-6598,-4390,0,-597,-1451,9360,1098,7490,2652,-9645,-3121,5
8006,-22182,-7702,5287,-2574,-1912,23178,-294,11484,-1710,-14422,-1065,5
6602,-32768,-11062,12539,-3341,-4938,32767,-6258,13594,-3278,-12482,-5837,5
-21954,-32768,-29510,5001,3745,3664,32767,-8932,14992,-2565,-3559,-2807,5
-12468,-32768,-2634,5907,-2754,5079,32767,-8904,19468,997,1861,714,5
-13898,-32768,-5036,1134,-5946,1748,32767,-5350,18996,762,6301,1182,5
-8704,-32768,-12316,-4754,-2665,-2094,32767,-4320,17486,-1984,9888,2282,5
-4316,-30932,-13032,-6877,167,-918,25404,-3274,9230,-1582,10678,3006,5
-214,-18458,-8896,-1256,-2019,-807,14410,-1572,5314,1906,9771,2672,5
234,-6864,-4038,-447,-1541,-2000,5220,336,1524,3171,8014,2771,5
3296,3302,-2022,-722,-173,-2655,-2064,340,-628,3159,8176,4633,5
1748,10060,1204,-3371,2058,-1767,-6872,-8,-582,4192,3478,3490,5
1146,9344,1570,-2705,2326,-729,-4628,646,-1394,2610,-2623,1885,5
2984,2406,-278,-2641,1086,-1397,-696,922,-934,1296,-6415,238,5
1468,-2518,-532,-104,-640,-2438,1952,-4,-1014,-384,-5725,492,5
-258,-4128,-1392,515,-2424,-815,3176,-746,-1712,-1071,-3269,464,5
-436,-4094,-2536,-16,-2891,-200,2608,-1194,-1806,-714,-177,799,5
-1042,-2186,-1116,-205,-2689,-145,1262,-1022,-1176,429,1559,949,5
788,-226,-254,-370,-1757,-391,98,-236,-918,1782,2642,1254,5
2672,1922,-1908,-780,-26,-129,362,-12,-408,4886,380,759,5
3564,-2472,-4454,-3472,490,55,4246,-1648,7448,6737,-8325,-2355,5
# ---,,,,,,,,,,,,5
4048,-11794,-6144,944,509,-791,16820,454,11604,1800,-14986,-1672,5
-466,-23674,-13194,8184,-2031,-3026,32224,-1866,12158,-1877,-13064,-2273,5
-3862,-32768,-27134,12919,5123,762,32767,-8826,19790,-3500,-9870,-5648,5
-24888,-32768,-14966,7830,-640,3182,32767,-10090,17928,-1948,-174,-663,5
-7894,-32768,548,973,161,5590,32767,-6370,20168,-2154,5194,1146,5
-13100,-32768,-9406,-1831,-5436,39,32767,-4166,19642,-6149,9440,262,5
-6950,-32768,-15850,-4587,4418,57,29536,-5314,11754,-2207,8309,765,5
584,-25804,-11846,-5948,5662,-2578,16520,-1978,9706,-1258,7591,1859,5
4844,-14856,-8382,-3577,-157,-4269,9030,-902,3480,2192,2741,1358,5
3128,-4262,274,1107,-355,-4190,4386,-452,-1172,1686,6017,3060,5
1620,6028,1094,-2925,-3524,-473,-2072,-1470,-2584,3917,8189,3826,5
580,8524,2162,-2323,-775,1957,-4006,-448,-2872,2800,3977,1616,5
636,4628,178,752,3596,999,-1732,1390,-2994,882,-2829,-1989,5
1934,1022,-564,2008,2108,-601,1656,660,-2096,-2057,-5025,-1954,5
2564,-2084,-1270,2316,-614,-648,2702,-562,-1316,-2825,-3818,-852,5
1204,-4220,-464,3361,-2875,469,2596,-1470,-988,-2566,46,-147,5
-528,-3392,-1050,4192,-3236,1361,1024,-606,-218,-2240,3232,-204,5
-2446,-2192,-1226,3565,-2906,891,-242,16,1820,-609,4304,-642,5
242,2240,-3172,1374,-1957,805,-592,-808,1404,1592,3090,-632,5
3364,588,-3246,-3850,1255,274,514,-1182,5098,4093,-4828,-1704,5
2542,-7906,-6496,-2605,5211,-1450,9480,608,8684,2645,-12315,-538,5
2190,-24828,-4668,-1367,2070,-3194,24302,-2570,16804,-2458,-21674,-31,5
162,-32768,-26262,14015,5128,-4634,32767,-4932,14320,-5341,-12821,-5759,5
-19346,-32768,-8060,13554,891,993,32767,-11106,17920,-4744,333,-1263,5
-8596,-32768,2272,-1067,-2336,3747,32767,-8078,20944,-1369,2811,67,5
-15190,-32768,-8646,-1609,-4518,2706,32767,-5622,20742,-2859,9651,32,5
-6248,-32768,-11176,-6213,3593,2871,32462,-2682,16046,-3392,10048,1294,5
-5056,-28570,-10272,-8649,1476,-1612,19868,-3326,9898,-2049,7987,1075,5
-1138,-14738,-6994,-1360,316,-4391,12312,-3074,5578,2338,5630,511,5
2900,-4172,-4024,1665,-3453,-5076,4812,-1226,1088,2995,7372,1688,5
6066,6542,-2356,1920,-1427,-2630,-3806,706,-328,4069,7851,3196,5
4088,10940,770,-1218,2105,802,-7286,2160,-788,2143,1227,833,5
2340,6114,-34,-3684,4566,1107,-3550,1794,-2186,507,-4689,-747,5
1134,766,-770,-2236,3043,-2107,1096,344,-2194,-1005,-7328,-1030,5
-806,-2996,-282,-2216,2102,-2279,2942,-772,-1814,-2868,-6239,-563,5
-2120,-4694,-906,-1646,-43,-1941,3004,-1370,-2206,-3379,-3447,-696,5
-1126,-3746,-1672,-1534,-1106,-1344,1704,-1260,-1406,-3185,1139,-191,5
108,-1958,-690,438,-1169,-1395,1372,-332,-1148,-1613,2079,-549,5
724,430,316,801,-1031,-799,814,-216,88,810,1918,-40,5
2674,2602,-2360,-2911,429,824,1860,-556,2146,4601,-1754,-1315,5
5452,-6116,-4740,-2455,1351,95,6968,496,9514,2924,-9135,-2385,5
6534,-17014,-7410,2622,945,-1157,20262,1318,11654,-1173,-16735,-982,5
8696,-32768,-9562,22477,499,-3089,32767,-1382,16494,-4530,-18038,-5377,5
-25632,-32768,-32768,-8322,10160,7880,32767,-13286,19752,-4154,-6101,-5145,5
-12974,-32768,208,4367,-3472,4435,32767,-9528,20506,-2404,7604,2818,5
-11898,-32768,-4470,4496,-2070,4706,32767,-2904,20094,-2783,8676,-65,5
-13424,-32768,-11562,-4104,1074,4864,32767,-5342,15800,-2554,9691,-183,5
-5328,-31054,-13854,-5284,3796,-1237,23194,-3782,9342,-1991,12116,1511,5
2760,-18650,-9426,-6876,695,-2122,10220,-1034,5724,62,7583,1856,5
7260,-6950,-4968,3501,-1818,-7499,1632,428,1138,1932,4262,1335,5
5322,7126,-2156,-1884,-1159,-3810,-2138,-600,-388,1755,5967,3901,5
4484,11682,994,-3743,941,-280,-4530,80,-850,1332,2200,2392,5
2460,6402,654,-2292,3588,1312,-3382,1050,-2170,222,-2175,-422,5
1366,1140,72,-500,4313,-839,-132,1020,-2122,-1298,-5966,-1957,5
1150,-1722,-888,341,3022,-579,1686,-522,-1732,-2236,-5743,-1400,5
254,-3912,-1198,-619,1084,795,2566,-1628,-2034,-2956,-3512,-520,5
-1432,-3948,-1152,-442,-404,954,2112,-1776,-2158,-2874,-34,-98,5
-2984,-3376,-296,-59,-753,259,1578,-662,-1528,-1398,1977,-589,5
-708,-794,-216,1425,627,-517,628,262,-678,-422,3439,-800,5
3296,2518,-1620,-748,1993,-69,414,-130,244,1639,1001,-1571,5
3968,500,-6112,-528,1512,74,3402,-1186,5438,2103,-6808,-3817,5
6802,-13340,-7894,1216,-693,-994,17820,830,11360,1336,-16001,-3162,5
11610,-32768,-12930,13782,442,-2967,32767,506,12166,-2986,-16747,-3617,5
# ---,,,,,,,,,,,,5
-10360,-32768,-22594,8386,8741,1233,32767,-5084,12620,-5431,-3147,-1451,5
-17940,-32768,-5992,7910,-776,4270,32767,-5422,16310,-3109,-1845,-1585,5
-18974,-32768,1180,-1923,-2489,4854,32767,-9720,18896,-4,2760,-535,5
-11952,-32768,-11700,-3712,-3551,-571,32767,-5822,18590,88,8120,1957,5
-1564,-32768,-17348,-4793,-2197,-2903,31886,-1118,14240,-1304,9436,2088,5
180,-26796,-14522,-5026,-3080,905,20190,-1562,9296,97,9287,1530,5
2528,-15162,-8902,-1453,-4040,781,12820,-1418,4140,2172,6365,1619,5
1986,-5706,-4322,735,-3320,-2124,5862,-1136,876,2420,6952,3642,5
3446,2440,-1156,1072,991,-2772,-1280,-1262,438,3907,5595,4615,5
1972,8330,1526,-2727,2305,-849,-4804,-300,-774,2902,2466,3840,5
1744,7772,1360,-3398,1113,-504,-4784,1378,-1272,2341,-1963,1294,5
1788,1220,0,-2034,548,-1942,-1712,1832,-1170,286,-5464,-25,5
1008,-2194,-1148,-939,453,-3026,974,818,-1084,-1409,-5835,-129,5
382,-3020,-1518,-1071,-485,-1747,2550,-394,-1948,-2191,-3640,-243,5
-210,-3106,-1574,-1016,-1601,-640,2974,-1306,-1436,-1601,-384,-36,5
-560,-2262,-652,87,-2225,-867,1646,-1404,-1160,-102,1489,119,5
766,-260,430,1526,-2136,-794,704,-146,-436,1503,2197,234,5
3220,554,-2360,-2199,-621,739,2218,-688,3272,3569,-2259,-1177,5
3908,-6242,-6188,-359,253,37,9344,220,8434,4075,-9492,-2532,5
5330,-22268,-7150,669,-3404,-2387,23580,30,14056,-1857,-17701,-2312,5
7278,-32768,-16182,17425,4423,-3272,32767,-4200,12936,-5217,-11208,-5983,5
-25274,-32768,-29346,2478,2957,6624,32767,-10312,17838,-3711,-4333,-4425,5
-14540,-32768,106,3783,-3446,6987,32767,-7080,19356,-2357,3668,238,5
-11338,-32768,-8788,-2471,1949,3433,32767,-6550,16072,-2620,6196,436,5
-10776,-32768,-16088,-4444,3868,3745,32767,-5190,14962,-875,9644,1890,5
586,-26528,-15234,-1175,-206,-699,21722,-3406,9242,196,12594,4156,5
4378,-16682,-7400,-1813,-3315,-1504,10180,-1706,5102,2129,8453,4420,5
6500,-5406,-4234,1727,-112,-5130,784,1216,372,4211,6428,3785,5
4672,7406,-174,-2053,-604,-3003,-4392,-446,-2496,5621,7356,4888,5
2652,11204,844,-3223,1067,368,-6980,-264,-2368,5516,942,1789,5
1298,6144,1260,-2099,3450,-53,-2712,2266,-2200,2739,-5754,-1699,5
470,842,338,101,2661,-2248,1654,2758,-1296,-1861,-8099,-2174,5
470,842,338,101,2661,-2248,1654,2758,-1296,-1861,-8099,-2174,5
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,16383,-1,-1,-1,
0,0,0,0,0,0,0,0,16383,-1,-1,-1,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
# ---,,,,,,,,,,,,
