# ===========================================,,,,,,,,,,,,
# timeslice=63, slack=2, packetLoss=0,,,,,,,,,,
# acc1x, acc1y, acc1z, gyro1x, gyro1y, gyro1z, acc2x, acc2y, acc2z, gyro2x, gyro2y, gyro2z,
-1584,-16408,-4786,-181,-730,-802,14506,-5910,5576,911,-659,-331,2
-1310,-16256,-4746,-245,-839,-773,14292,-5720,5922,1035,-1065,-212,2
-1144,-16132,-4806,-334,-1101,-743,14400,-5620,5912,660,-1535,-187,2
-1018,-16052,-4934,-76,-1213,-709,14346,-5786,5606,470,-1554,-262,2
-1088,-16192,-4834,-192,-1230,-675,14424,-5678,5762,959,-1495,-437,2
-1180,-16208,-5042,271,-1314,-812,14288,-5380,5200,1172,-1324,-532,2
-1174,-16356,-5164,425,-1348,-903,14236,-5360,5494,1486,-1104,-753,2
-984,-16348,-5126,782,-1408,-963,14730,-5516,6014,1490,-1229,-800,2
-810,-16218,-5092,898,-1237,-903,14980,-5278,5930,416,-1697,-560,2
-734,-16304,-5028,902,-986,-897,14370,-5006,4968,936,-345,-818,2
-738,-16200,-4986,993,-744,-834,14878,-5302,6618,1462,-484,-1115,2
-814,-16078,-4916,1002,-544,-738,14926,-4934,6170,-492,-2264,-761,2
-956,-16312,-4760,922,-357,-731,14020,-4808,4174,-142,-613,-790,2
-896,-16026,-4680,748,64,-634,14190,-5180,5710,1239,75,-1258,2
-980,-16004,-4678,588,253,-521,14634,-5362,6122,1966,-496,-1578,2
-1084,-16158,-4632,379,41,-540,14962,-4410,5188,1950,-277,-1634,2
-1054,-16292,-4638,171,66,-593,14272,-3962,4934,2209,984,-1814,2
-1010,-16268,-4568,216,442,-580,14796,-4636,7182,2259,219,-1976,2
-1068,-16126,-4590,192,445,-494,15132,-4940,5954,1472,-494,-1615,2
-940,-16102,-4630,208,167,-336,14898,-4192,4762,2480,1135,-1955,2
-996,-16332,-4662,217,93,-349,14418,-3530,5952,2515,1768,-2199,2
-1238,-16430,-4702,260,317,-485,14358,-4450,6964,2379,492,-2388,2
-1232,-16184,-4556,131,179,-612,14746,-4076,5678,3053,600,-2327,2
-1034,-16210,-4542,83,-232,-653,14720,-3588,5886,2916,1188,-1994,2
-1092,-16478,-4748,385,-375,-692,15052,-3126,7036,2256,912,-1760,2
-1088,-16282,-4736,352,-140,-702,14518,-3274,6516,1932,1475,-1936,2
-898,-15922,-4658,291,-236,-738,14820,-2930,6682,1744,1931,-2113,2
-678,-15800,-4610,152,-471,-759,14724,-3352,7154,1312,1243,-2004,2
-466,-15988,-4412,39,-374,-604,14860,-3424,6748,1562,1188,-2417,2
-902,-16104,-4472,-192,-113,-467,14934,-3018,7476,1363,1127,-1843,2
-1380,-16002,-4660,-183,-191,-619,14618,-2914,7084,934,411,-1654,2
-1320,-16202,-4944,74,-611,-786,15028,-2392,6478,586,94,-1448,2
-868,-16428,-5312,127,-984,-715,15304,-2534,6678,103,210,-687,2
-584,-16424,-5086,501,-1065,-658,15494,-3192,6838,209,69,-309,2
-510,-16076,-4826,410,-918,-573,15372,-2762,6488,571,187,-17,2
-646,-16004,-4656,236,-447,-462,15068,-2774,6596,956,-108,250,2
-824,-15956,-4552,-93,-332,-402,15208,-2604,6808,1090,-431,529,2
-978,-16110,-4750,-397,-340,-376,15136,-2330,6902,1102,-290,819,2
-950,-16372,-4870,-333,-331,-438,14838,-2376,6882,1248,-167,792,2
-818,-16282,-4726,-100,-402,-538,14598,-2348,7080,1165,-650,611,2
-836,-15968,-4562,-125,-683,-488,14818,-2146,7146,808,-1053,594,2
-938,-15914,-4720,-337,-770,-328,15166,-2266,6900,508,-878,773,2
-1020,-16284,-4960,-425,-541,-225,14918,-2552,6790,394,-817,769,2
-1020,-16342,-5032,-293,-110,-101,15054,-2312,6700,132,-1161,944,2
-822,-16186,-4954,-374,-32,20,15142,-2516,6976,-455,-1346,1307,2
-678,-16080,-4844,-517,-99,38,15264,-2718,6518,-1032,-1422,1505,2
-790,-16140,-4870,-463,212,36,15076,-2990,6802,-1323,-1370,1716,2
-878,-16020,-4906,-609,367,94,14822,-3300,7402,-1396,-1136,1913,2
-842,-16028,-5070,-765,327,140,14314,-3680,5900,-401,-1074,1115,2
# ---,,,,,,,,,,,,2
-774,-16268,-5216,-608,438,126,15228,-3502,5586,-263,-654,1066,2
-702,-16144,-5012,-446,800,203,15566,-2998,6432,-607,-437,2565,2
-850,-16084,-4862,-556,851,263,14584,-2872,7060,-1472,-643,3333,2
-1232,-16188,-5002,-501,512,172,14654,-2782,6840,-2023,-454,2933,2
-1334,-16194,-5132,-272,375,225,14904,-2800,6922,-2816,78,2544,2
-1004,-15954,-5154,131,319,333,14054,-4282,6642,-3593,-179,1608,2
-834,-16034,-5042,93,459,317,14554,-3808,6412,-3316,-443,1572,2
-970,-16436,-5130,-132,882,237,14410,-4130,6610,-3067,-617,2324,2
-1142,-16112,-5144,-55,650,222,14358,-4612,6262,-3170,-729,2238,2
-988,-16054,-5428,522,404,231,14210,-4368,6680,-3201,-774,1987,2
-920,-16422,-5088,718,872,170,14250,-4328,5678,-2911,-549,1716,2
-698,-16010,-5038,317,917,176,13974,-4806,5898,-2556,-601,916,2
-688,-15828,-5218,177,863,131,14214,-5044,6170,-2130,-426,743,2
-902,-16212,-4874,442,1210,145,15038,-4644,6462,-2815,-1136,1381,2
-1126,-16316,-4988,246,1332,164,14260,-5156,5168,-2944,-378,1210,2
-1516,-16306,-5126,31,1026,-17,14284,-5062,5740,-1742,627,308,2
-1554,-16404,-4944,140,985,-78,14780,-5004,6020,-2534,-265,333,2
-858,-15942,-5296,219,825,-2,14454,-5424,5572,-3297,-101,438,2
-620,-15834,-5254,236,587,-101,13982,-5704,5288,-2105,459,164,2
-1168,-16060,-4970,735,784,-160,14232,-5740,5802,-723,500,-123,2
-1342,-15814,-5128,632,880,-116,14536,-5554,5566,-1321,-216,61,2
-1242,-15904,-5332,504,644,-154,14086,-5620,5090,-550,37,-163,2
-1224,-16100,-5072,778,543,-160,13838,-5754,5206,1215,462,-673,2
-1370,-16266,-5084,669,395,-203,14702,-5594,6344,2129,-123,-538,2
-1632,-16412,-4996,317,89,-426,15262,-5198,6784,-51,-1358,367,2
-1730,-16432,-4920,27,-390,-565,14780,-5440,5646,-585,-387,346,2
-1506,-16346,-5038,-103,-676,-728,14672,-5556,5866,-136,-147,19,2
-1336,-16364,-5016,-368,-810,-793,14738,-5654,6038,-527,-1103,195,2
-1134,-16296,-4954,-1,-1175,-789,14338,-5508,5380,9,-1022,161,2
-992,-16254,-5036,344,-1194,-742,14728,-5344,5688,629,-776,-242,2
-936,-16046,-5002,112,-1009,-643,14546,-5450,5632,313,-892,-258,2
-1064,-15944,-4868,-112,-855,-548,14086,-5370,5072,753,-476,-648,2
-1302,-16172,-4848,-40,-671,-549,14534,-5372,5248,1232,-758,-889,2
-1314,-16246,-4940,149,-550,-533,14842,-5434,5764,885,-1306,-582,2
-1016,-16462,-5038,44,-572,-555,14596,-5104,5532,626,-1219,-633,2
-950,-16372,-5130,190,-560,-638,14696,-5008,5346,841,-512,-1017,2
-1142,-16280,-5092,287,-516,-618,15106,-5220,6038,349,-756,-996,2
-1202,-16302,-5092,302,-713,-678,14974,-4930,6064,-366,-895,-735,2
-1002,-16218,-5150,275,-690,-763,14252,-4522,4660,116,388,-850,2
-922,-16074,-5012,199,-387,-751,14428,-4924,5538,1132,292,-1586,2
-866,-15974,-5024,571,-243,-675,14694,-5086,6326,940,-919,-1465,2
-718,-15882,-5010,417,-179,-579,14510,-4508,4880,1438,-159,-1373,2
-798,-16042,-5152,405,68,-560,14146,-3972,5056,2701,1242,-1936,2
-1076,-16196,-5214,488,196,-592,15244,-4388,7488,2388,379,-2156,2
-892,-16122,-5300,496,97,-545,14870,-4246,6034,901,-480,-1855,2
-678,-16214,-5144,526,83,-467,14394,-3684,5302,1417,665,-2030,2
-866,-16148,-4994,439,356,-403,15010,-4046,6866,1975,1104,-2103,2
-994,-16050,-4914,137,639,-337,15066,-4210,6806,820,39,-1975,2
-1026,-16018,-5062,360,544,-478,15040,-3372,5310,1290,935,-2162,2
-1014,-16178,-5158,614,488,-660,15058,-2654,6708,1127,1608,-1761,2
-958,-16226,-5184,581,742,-486,13656,-3334,6024,47,788,-2033,2
-718,-16080,-5092,457,926,-326,14366,-3254,5884,1402,925,-2798,2
-736,-16080,-4886,482,959,-141,15146,-3288,7350,1404,496,-2126,2
-950,-15948,-4754,500,844,17,14780,-3470,7100,850,-153,-2187,2
-1136,-16082,-5024,507,584,-56,15486,-2502,5774,775,896,-1999,2
-1148,-16426,-4796,677,603,-323,15596,-3190,6972,911,1485,-1867,2
-1218,-16170,-4544,523,842,-438,14866,-3478,6168,871,794,-1860,2
-1260,-15890,-4718,209,944,-376,15338,-2964,5952,445,571,-1224,2
-974,-15922,-4560,82,823,-282,14894,-3320,6336,358,206,-739,2
-866,-15788,-4654,-292,562,-151,14768,-2934,6192,723,309,-730,2
-1380,-16066,-4836,-361,116,-303,15118,-3052,6402,995,190,-409,2
-1822,-16110,-4646,-183,-168,-446,15066,-2802,6674,1280,3,104,2
-1876,-16200,-4908,-586,-828,-661,15180,-2542,6490,1362,-305,482,2
# ---,,,,,,,,,,,,2
-1412,-16544,-5072,-399,-1280,-834,15370,-2680,6848,1235,-892,674,2
-1004,-16364,-4986,-243,-1509,-850,15354,-2420,7000,814,-903,930,2
-796,-15902,-5074,-256,-1760,-795,15422,-2450,6556,690,-866,775,2
-744,-15932,-5032,-296,-1425,-666,15284,-2506,6766,707,-1012,784,2
-730,-16028,-5044,-453,-875,-569,14992,-2424,6784,271,-1178,1060,2
-732,-15992,-5130,-629,-687,-437,15062,-2272,6610,-183,-1228,1293,2
-852,-15970,-5242,-487,-527,-239,15056,-2662,6430,-531,-1045,1210,2
-936,-16106,-5288,-415,-353,-95,15038,-2808,6444,-872,-1018,1284,2
-996,-16230,-5188,-317,-218,-90,15104,-2770,6518,-1265,-1039,1667,2
-1056,-16098,-5130,-325,-99,-95,15192,-2960,6374,-1571,-966,1943,2
-1042,-16080,-5272,-336,-21,-77,14958,-3094,6250,-1823,-867,1924,2
-996,-16088,-5212,-275,-102,-67,14962,-3248,6590,-2259,-1062,1974,2
-862,-16000,-5252,-313,-82,41,15168,-3238,6164,-2626,-1034,2223,2
-730,-16050,-5324,-411,149,132,14830,-3468,6300,-3018,-941,2267,2
-774,-16238,-5308,-205,313,67,14858,-3626,6516,-3312,-983,2117,2
-814,-16106,-5358,-9,604,99,14978,-3596,6168,-3423,-538,2283,2
-730,-15844,-5396,666,814,100,14870,-3906,6016,-3776,-493,2225,2
-768,-15980,-5258,180,846,118,14270,-4602,6028,-4163,-561,1710,2
-832,-16242,-5184,550,974,183,14812,-4126,5988,-3659,-244,1949,2
-822,-16352,-5268,164,1022,192,14504,-5034,5516,-3342,-240,1810,2
-910,-16220,-5332,264,1034,137,14698,-4802,5728,-3158,18,1647,2
-982,-16120,-5204,427,1090,72,14718,-4636,6002,-3328,-145,1869,2
-938,-16136,-5096,367,1129,70,14620,-5028,5550,-3482,-183,1503,2
-920,-16148,-5056,409,1140,104,14708,-4824,5606,-3433,263,1517,2
-1068,-16218,-5104,333,1197,71,14312,-4880,5260,-3191,355,1194,2
-1078,-16120,-5182,227,1119,126,14508,-5448,5474,-2892,175,933,2
-1016,-16010,-5038,472,930,102,14432,-5620,5170,-2692,192,871,2
-1194,-16116,-4968,455,849,36,14016,-5198,5084,-1788,457,920,2
-1338,-16218,-4894,277,806,-14,14344,-5732,5656,-1824,-210,433,2
-1236,-16170,-5012,347,502,-103,14462,-5936,4856,-1235,326,252,2
-1136,-16038,-5146,317,282,-229,13970,-5626,5352,-289,529,191,2
-1238,-15976,-5202,245,225,-264,14220,-5468,5598,-223,-212,18,2
-1154,-15928,-5206,332,-106,-261,14312,-6114,5026,-376,-392,-120,2
-1126,-15782,-5262,455,-439,-222,14372,-5836,5254,884,383,-227,2
-1288,-16224,-5342,593,-480,-358,14342,-5778,6146,661,-498,151,2
-1352,-16172,-5176,348,-579,-454,14560,-5870,5324,234,-792,-8,2
-1388,-16030,-5260,241,-635,-518,14780,-5960,5612,445,-1169,-157,2
-1406,-16322,-5120,30,-702,-574,14538,-6078,5376,896,-1238,-241,2
-1224,-16398,-5130,-176,-902,-699,14528,-5830,5220,1568,-921,-359,2
-1176,-16432,-5162,-298,-918,-823,14892,-5784,5646,1344,-1374,-353,2
-1258,-16226,-5110,-82,-873,-832,15180,-5698,5528,682,-1701,-118,2
-1160,-16212,-5092,-13,-968,-786,14582,-5552,4834,957,-879,-216,2
-1152,-16208,-5078,-5,-999,-851,14382,-5572,4738,1890,-202,-724,2
-1154,-16156,-5168,67,-951,-856,14642,-5582,5124,2191,-672,-958,2
-1128,-16178,-5140,184,-865,-867,14622,-5376,5072,1926,-764,-575,2
-1032,-16134,-4978,261,-873,-850,14422,-5400,5034,2442,-227,-885,2
-1118,-16060,-4980,187,-901,-758,14712,-5038,5318,2264,-484,-1119,2
-1222,-16210,-5076,277,-829,-730,14668,-4858,5184,2368,-254,-1107,2
-1198,-16226,-5162,340,-767,-809,15226,-4864,6244,1953,-561,-1038,2
-1186,-16164,-5126,280,-903,-815,15104,-4772,5840,721,-892,-638,2
-1010,-16082,-5096,432,-943,-787,14444,-4696,5332,1192,-282,-1003,2
-1008,-16046,-5072,788,-835,-790,14536,-5022,5228,1947,-324,-1553,2
-1130,-15968,-5026,1008,-776,-806,14756,-4812,5376,2769,-452,-1459,2
-1014,-16010,-5042,818,-867,-808,14616,-4006,5886,2837,-853,-1057,2
-964,-16172,-5212,638,-681,-776,15228,-4042,5534,2545,-521,-990,2
-910,-16080,-5100,802,-661,-665,15460,-4112,5838,2749,166,-1325,2
-966,-16148,-4940,680,-905,-558,15392,-3610,6262,2382,513,-1263,2
-1162,-16270,-4996,564,-771,-546,14742,-3880,5718,2428,1114,-1290,2
-1074,-16084,-4842,465,-476,-602,14842,-3986,6120,2654,1107,-1399,2
-984,-15834,-4894,179,-407,-552,14760,-3504,6576,2356,648,-963,2
-852,-15992,-4920,-68,-370,-440,14432,-3504,5972,1977,553,-938,2
-806,-16106,-4970,197,-361,-387,15058,-3528,6192,2249,1183,-1141,2
-818,-16194,-4982,206,-130,-347,14822,-3438,6686,1761,667,-1228,2
# ---,,,,,,,,,,,,2
