82, 274, 12754, -5013, 3993, -463
228, 186, 12432, -4746, 3713, -358
338, 108, 12024, -4505, 3303, -341
446, 160, 11496, -4208, 2989, -189
704, 174, 11064, -3908, 2643, -3
832, 180, 10658, -3576, 2024, 41
714, 292, 10284, -3126, 1363, 81
524, 376, 10038, -2519, 778, 100
322, 378, 9932, -1772, 321, 74
472, 256, 9928, -1058, -219, -70
696, 190, 10028, -549, -878, -263
830, 236, 10108, -311, -1578, -402
496, 380, 10244, -211, -2236, -396
-124, 426, 10460, 4, -2525, -322
-884, 886, 10864, 448, -2592, -151
-1468, 944, 11226, 931, -2681, 18
-1632, 868, 11592, 1346, -2851, -51
-1678, 868, 11818, 1503, -3018, -327
-1606, 778, 12078, 1430, -3062, -623
-1542, 756, 12196, 1162, -3191, -876
-1376, 642, 12222, 803, -3535, -1138
-950, 516, 12090, 471, -3897, -1352
-520, 410, 12086, 242, -4270, -1477
-418, 292, 12106, 138, -4705, -1525
-298, 350, 12044, 173, -5163, -1624
-160, 480, 12006, 260, -5631, -1771
-34, 332, 12318, 623, -6057, -1762
180, 122, 12706, 1379, -6408, -1671
336, 58, 13086, 2162, -6586, -1529
368, -74, 13654, 2828, -6459, -1262
28, 8, 14540, 3380, -6422, -1082
-228, -166, 15586, 3820, -6869, -1103
-292, -254, 16398, 4129, -7152, -1179
-614, -280, 17308, 4249, -6955, -1048
-804, -274, 18086, 4212, -6738, -934
-918, -346, 18816, 4163, -6570, -902
-1064, -266, 19486, 4182, -6191, -831
-1154, -206, 20044, 3993, -5549, -603
-1310, -476, 20696, 3766, -5023, -377
-1172, -460, 20974, 3563, -4724, -168
-998, -536, 21198, 3140, -4471, -70
-1182, -678, 21402, 2811, -4117, 7
-1436, -548, 21430, 2786, -3652, 144
-1738, -400, 21492, 2993, -2983, 237
-2096, -324, 21564, 3241, -2421, 137
-2262, -108, 21484, 3262, -1900, -154
-2600, -178, 22052, 3424, -664, -87
-2510, -416, 22826, 4148, 1169, 513
-2438, -588, 23534, 4484, 2277, 707
-2076, -468, 24210, 4177, 2270, 556
-1972, 130, 24268, 3097, 1671, 289
-1348, 12, 24210, -182, 561, -371
-932, 360, 23190, -1807, -716, -730
-534, 296, 22474, -2626, -1377, -897
-550, 262, 21822, -3284, -1244, -668
-986, 216, 21528, -3813, -959, -386
-1112, 306, 21196, -4058, -629, -149
-1038, 604, 20702, -4233, -109, -29
-1088, 782, 20398, -4184, 448, 141
-1006, 914, 20072, -3795, 838, 212
-1008, 980, 19982, -3254, 1325, 256
-1132, 1062, 20096, -2729, 1953, 305
-1344, 916, 20484, -2187, 2454, 246
-1324, 924, 20704, -1934, 2751, 124
-1280, 820, 20834, -2084, 2954, -29
-1168, 832, 20794, -2619, 3139, -93
-972, 794, 20574, -3424, 3142, -174
-794, 794, 20114, -4275, 3055, -237
-616, 744, 19552, -4966, 3024, -218
-594, 764, 19042, -5461, 3132, -200
-686, 712, 18620, -5638, 3361, -229
-730, 766, 17960, -5640, 3872, -142
-606, 644, 17236, -5652, 4410, -22
-524, 424, 16726, -5584, 4564, -6
-324, 336, 16002, -5359, 4464, -137
-122, 326, 15250, -5318, 4525, -89
128, 174, 14646, -5409, 4623, 21
122, 122, 14142, -5143, 4529, 91
-58, 186, 13684, -4494, 4261, 99
-206, 330, 13244, -3896, 4027, 69
-292, 314, 12862, -3445, 3886, 57
-462, 300, 12584, -3053, 3692, 2
-532, 190, 12366, -2704, 3527, -33
-434, -56, 12514, -2312, 3368, 24
-362, -206, 12528, -2074, 2955, -34
-276, -320, 12346, -2223, 2489, -121
-164, -368, 12168, -2732, 2197, -116
-124, -368, 11980, -2918, 1825, -168
-106, -282, 11600, -2741, 1364, -148
-184, -240, 11314, -2500, 962, -131
-196, -202, 11036, -2296, 577, -110
-138, -192, 10830, -2023, 236, -73
-236, -188, 10724, -1623, -22, -10
-344, -134, 10714, -1128, -337, -16
-372, -116, 10766, -584, -706, -81
-438, -128, 10968, -68, -913, -83
-526, -186, 11274, 527, -1233, -175
-412, -360, 11618, 886, -1789, -338
-184, -544, 11984, 992, -2501, -527
-212, -564, 12428, 855, -3017, -583
-332, -566, 12672, 565, -3386, -588
-402, -428, 12840, 246, -3860, -741
-400, -302, 12846, 44, -4448, -989
-420, -184, 12898, 100, -4816, -1146
-488, -132, 12984, 396, -5137, -1319
-624, -82, 13096, 765, -5227, -1403
-626, 44, 13072, 1071, -5154, -1426
-408, 22, 13076, 1299, -4843, -1314
-340, -174, 13214, 1703, -4678, -1242
-344, -298, 13394, 2401, -4748, -1239
-278, -254, 13494, 3143, -4772, -1191
-126, -214, 13666, 3795, -4572, -1037
-72, -190, 13958, 4425, -4321, -839
-274, -30, 14410, 5147, -4384, -723
-206, 68, 14768, 5904, -4545, -642
-78, 164, 15108, 6544, -4264, -397
-234, 90, 15838, 7068, -3707, -15
-354, 124, 16520, 7693, -3524, 122
-344, 74, 17500, 8361, -3637, 78
-564, 24, 18588, 8915, -3701, 94
-704, -78, 19650, 8852, -3791, 172
-698, 54, 20394, 8086, -3877, 120
628, 876, 19998, 6999, -3538, 107
-2308, -1754, 26246, -12510, 7038, 4894
-2894, -5390, 28166, -4030, -4092, -1141
-758, -1060, 21296, 9199, -9419, -2535
-526, 2448, 18396, 12617, -6185, -1207
-914, 3156, 18446, 9423, -1546, 645
-1782, 1550, 20940, 5986, 575, 970
-2552, 226, 23492, 5401, 299, 403
-1416, 978, 27394, -2515, -1446, -1248
-2984, -1568, 27964, -4351, 1438, 138
-1150, -1300, 25840, -1826, 873, 104
-1216, 504, 22664, 991, 176, -88
-1372, 2092, 20152, 1550, -17, 127
-1930, 2400, 19742, 369, 315, 92
-2474, 2140, 20272, -625, 862, 157
-2558, 1600, 20800, -777, 1285, 142
-2308, 1424, 20800, -719, 1566, 78
-1934, 1266, 20602, -1033, 1667, -18
-1708, 1130, 20590, -1553, 1686, -118
-1720, 960, 20786, -1825, 1923, -58
-1784, 910, 20784, -1898, 2209, 83
1188, -3280, 18830, 3889, -3834, 538
-1588, -362, 14746, 18123, -5475, -662
-4158, 942, 15084, 24151, -7245, 2125
-914, 250, 17984, 31096, -6658, 3054
-1396, 1690, 18280, 32767, -7903, 2236
612, 5700, 17674, 32767, -8095, 1311
-1886, 6716, 17566, 32767, -7168, 1000
-910, 6122, 17412, 32767, -9195, 2077
884, 6488, 17652, 32767, -12510, 1815
-768, 8412, 15632, 32767, -14618, 1493
-20212, 12626, 14974, 32767, -23716, 8032
14844, 8206, 13346, 32767, -32735, 9955
19574, 8460, 11276, 32767, -21429, -4138
12106, 5384, -1780, 32767, -6618, -8336
10142, 4322, 788, 28783, -5129, -10943
7868, 2206, 5728, 11118, -7314, -9405
4068, 3076, 11488, 2454, -7647, -5711
2232, 4538, 14466, 4535, -4662, -3039
832, 6090, 13686, 8235, -1374, -2008
-1026, 7362, 11760, 8585, 1009, -1567
-1762, 8628, 10162, 5992, 5131, -113
-1342, 9560, 9780, 2546, 7634, 1810
-100, 10784, 9014, 537, 6728, 3565
2282, 11568, 8056, -813, 4859, 4762
3720, 11432, 7788, -1237, 1507, 5063
3800, 11524, 7986, -571, -2147, 5549
3170, 12166, 9066, 939, -4827, 5356
1456, 13356, 11414, 2848, -5974, 4602
-74, 14822, 13630, 3989, -5181, 2547
-1388, 15074, 17356, 413, -2522, 344
-316, 15330, 17830, -876, -2701, -1631
954, 15160, 17222, -462, -1355, -2195
2662, 14636, 16510, -1876, 395, -1948
5162, 14038, 15140, -6165, 2218, -605
6668, 12864, 14778, -9877, 2876, 1314
6676, 11324, 14610, -11619, 1676, 3209
5758, 10514, 13870, -11883, -49, 4693
4296, 10246, 13302, -11625, -1608, 5419
3006, 9976, 12992, -11190, -2000, 5176
1504, 10026, 13098, -10592, -2009, 4465
904, 10036, 13436, -9879, -2022, 3381
1358, 9560, 13232, -9187, -1846, 1760
2248, 8796, 13412, -8703, -1433, 470
3128, 8522, 13758, -8063, -1212, -109
3290, 8638, 14526, -7162, -696, -115
2622, 9116, 15534, -6053, 896, -18
1592, 9836, 16244, -5457, 2014, 159
1246, 10220, 16358, -5731, 2726, 669
1504, 10214, 16164, -6838, 3696, 1035
1782, 10086, 16090, -7901, 4973, 1057
1864, 9938, 16254, -8425, 6075, 855
2780, 9690, 15724, -8861, 6287, 484
3730, 9160, 15136, -9586, 5909, -273
3904, 8286, 14424, -10468, 5276, -474
4128, 7674, 14054, -11023, 4354, -299
4322, 7126, 13578, -11130, 3427, -419
3984, 6618, 13070, -10940, 2446, -457
3638, 6196, 12714, -10471, 1591, -203
2874, 6056, 12712, -9449, 1261, 35
1760, 6272, 12724, -8398, 1305, 89
866, 6546, 12832, -7614, 1307, 12
266, 6846, 12970, -6994, 1754, -258
58, 6936, 12892, -6581, 2838, -666
132, 6874, 12866, -6419, 3617, -1035
556, 6604, 12650, -6419, 4076, -1113
1228, 6362, 12420, -6491, 4373, -973
2398, 5830, 11798, -6706, 3889, -989
2452, 5542, 11360, -6974, 2566, -925
1980, 5358, 11436, -6728, 1236, -527
1428, 5444, 11218, -6012, 247, -242
970, 5456, 11092, -5139, -337, -225
860, 5372, 10988, -4187, -660, -467
812, 5262, 11080, -3234, -938, -748
998, 5114, 11406, -2214, -1344, -827
1166, 5080, 11578, -1432, -1799, -822
1166, 5166, 11512, -1092, -1859, -832
1148, 5120, 11320, -1132, -1623, -874
1254, 4976, 11216, -1137, -1874, -744
1708, 4702, 10966, -924, -2496, -501
2146, 4412, 10842, -417, -2979, -273
2298, 4316, 10758, 311, -3456, 31
2190, 4318, 10774, 1004, -4060, 393
1960, 4456, 10868, 1684, -4418, 667
1884, 4662, 11164, 2365, -4036, 623
1708, 4884, 11650, 3264, -3372, 382
1684, 5126, 11816, 4032, -3284, 228
2268, 5204, 12092, 4417, -3626, 143
2964, 5312, 12750, 4618, -4067, 168
3338, 5498, 13338, 4595, -4468, 430
3662, 5724, 13570, 4151, -4904, 825
3712, 5980, 13786, 3587, -5174, 1127
3428, 6404, 14118, 3438, -5144, 1285
2866, 6922, 14206, 3830, -5127, 1252
2580, 7214, 14440, 4539, -4792, 1003
2356, 7592, 14682, 5608, -4162, 386
2508, 7676, 15036, 6471, -3583, -223
2840, 7880, 16282, 7441, -3281, -569
3368, 8084, 17438, 8115, -3210, -646
3786, 8266, 17966, 7644, -3154, -443
4156, 8294, 18292, 6122, -3009, -74
4420, 8448, 18050, 3918, -2944, 442
4742, 8238, 17794, 1786, -2939, 1172
4538, 8074, 17090, 983, -2907, 1793
4156, 8058, 16014, 893, -2842, 2311
2278, 11908, 17632, -8188, 5691, 1032
1954, 10694, 21254, -18983, 4281, 1073
4032, 8938, 18748, -20952, 184, 2809
3268, 7764, 17888, -19879, -384, 2869
2524, 8092, 16138, -18445, -182, 2976
2132, 7602, 14996, -17453, 524, 2957
1712, 7236, 14664, -17115, 961, 2639
1720, 6956, 15110, -16950, 1195, 2218
2004, 6510, 15090, -16589, 1970, 2121
2524, 5548, 15232, -16331, 2498, 2143
3226, 4720, 15194, -16156, 3118, 2167
3852, 3628, 16110, -15869, 4652, 1799
5686, 4084, 18520, -15051, 4715, 1370
3692, 1582, 18798, -13345, 4753, 1153
4344, 2092, 16332, -12575, 5077, 2201
3438, 2498, 17326, -11808, 5688, 2520
2490, 3550, 15850, -11328, 5978, 3215
1506, 3958, 15990, -11616, 5534, 3076
1220, 3960, 16020, -11667, 5421, 2677
1002, 3954, 15492, -11584, 6165, 2277
714, 3950, 15556, -11545, 7113, 1800
716, 3652, 15754, -11404, 8275, 1557
1100, 2636, 16456, -11155, 9588, 1655
1502, 1860, 16124, -10883, 10904, 1740
1248, 118, 18508, -10389, 12370, 1794
1388, -1804, 22176, -8176, 14434, 1542
1206, 96, 22758, -6542, 13924, 1149
168, -34, 23032, -5074, 8379, 1008
144, 8, 20764, -2794, 3654, 1376
396, 1134, 19130, -933, 386, 1310
322, 2482, 17712, 134, -1427, 785
66, 3448, 16670, 505, -2043, 258
2, 3096, 15698, 295, -1727, 339
386, 2094, 15792, -201, -1052, 600
326, 1510, 16828, -409, -562, 799
940, 1158, 16994, -236, -997, 768
1306, 1234, 16842, -90, -1342, 400
1316, 1392, 16396, -92, -1220, 15
920, 1526, 15976, -315, -785, -227
348, 1604, 15502, -796, -608, -223
